Date,MSCI USA Index,MSCI USA Small Cap Index,MSCI USA Value Index,MSCI USA Growth Index,MSCI USA Small Cap Value Index,MSCI USA Quality Index,MSCI USA Minimum Volatility Index ,MSCI USA High Dividend Yield Index,MSCI USA Diversified Multiple-Factor Index
2019-09-30,"12462,2513","543,580292","15279,42228","5109,449975","15949,23185","2765,450386","4834,398261","4434,514949","1473,680184"
2019-10-31,"12733,55628","553,333262","15498,88906","5197,612366","16262,39904","2849,409055","4826,168466","4467,375845","1513,979706"
2019-11-29,"13212,25811","575,573859","15962,87566","5391,333399","16779,48783","2973,729307","4890,275871","4560,868177","1566,723701"
2019-12-31,"13599,62465","590,683341","16409,1277","5534,620033","17519,90438","3082,712089","4982,929169","4667,708777","1600,216801"
2020-01-31,"13626,24755","574,961382","15999,6149","5581,207517","16467,24139","3101,093719","5099,152622","4584,874757","1580,944508"
2020-02-28,"12515,09513","524,863354","14448,92524","5117,070532","14744,16404","2868,647153","4685,837274","4161,488082","1451,727441"
2020-03-31,"10927,73477","406,026027","12185,8001","4446,281214","10618,39354","2619,626601","4128,415354","3674,794847","1235,346813"
2020-04-30,"12365,16023","466,43797","13479,79462","5073,484528","12410,55638","2927,416858","4512,166431","4057,953698","1379,590547"
2020-05-29,"13008,36068","499,829418","13863,23029","5412,0762","13098,19185","3100,993941","4709,182541","4175,369502","1453,265338"
2020-06-30,"13305,19343","515,9171","13764,40115","5544,632367","13606,5038","3137,191701","4659,461967","4136,412201","1458,840747"
2020-07-31,"14095,01491","536,48024","14284,79756","5772,519808","13939,18303","3281,173781","4869,420632","4271,580106","1528,531533"
2020-08-31,"15153,27869","560,990245","14850,72525","6084,041428","14813,52957","3546,614518","5009,166525","4422,670832","1604,212454"
2020-09-30,"14587,96501","544,817682","14521,52274","5940,042381","14063,05256","3443,852742","4928,220175","4332,70878","1564,554547"
2020-10-30,"14208,38955","558,353528","14194,2465","5797,182813","14687,62351","3308,978021","4758,832596","4221,868655","1548,198714"
2020-11-30,"15852,24664","651,189489","16043,23892","6330,955177","17788,60528","3667,080777","5149,793751","4641,801964","1705,86514"
2020-12-31,"16506,0043","702,296564","16564,60552","6588,074274","19214,0291","3789,383213","5269,730804","4746,669181","1782,914971"
2021-01-29,"16352,89367","728,859092","16369,10561","6564,591015","20448,68621","3695,996944","5128,766019","4688,23922","1787,287834"
2021-02-26,"16779,96434","776,180014","17121,95924","6705,436456","22358,37866","3781,277179","5109,272846","4752,157859","1833,964743"
2021-03-31,"17411,23182","792,542587","18287,89071","6931,369079","23845,1061","3935,085158","5391,721257","5116,08711","1925,759096"
2021-04-30,"18358,84188","822,045817","18959,15942","7254,800279","24629,3299","4118,35462","5610,401518","5241,332322","1997,563012"
2021-05-31,"18447,10565","821,435329","19453,20808","7316,481686","25536,36535","4155,831006","5657,023419","5360,894715","2019,732004"
2021-06-30,"18960,70281","833,638374","19271,45638","7475,034919","25224,89015","4357,210924","5760,463265","5320,939487","2037,412511"
2021-07-30,"19409,04862","815,730456","19496,65881","7544,713664","24653,4197","4511,20152","5961,47076","5425,189669","2076,410929"
2021-08-31,"19981,83814","834,416815","19884,39685","7694,523991","25208,20974","4651,356462","6077,774857","5527,956056","2133,307171"
2021-09-30,"19038,37946","810,341675","19165,44103","7301,501267","24745,54696","4353,219015","5775,57354","5261,489252","2010,68754"
2021-10-29,"20366,28573","848,751018","20258,0468","7714,790273","25772,47176","4655,663596","6091,460206","5462,432517","2132,104134"
2021-11-30,"20161,21961","812,1737","19710,49544","7556,863803","24965,59615","4650,613234","5971,243322","5381,925558","2098,338356"
2021-12-31,"20958,0309","839,656535","21065,69882","7844,539815","26203,23599","4835,429376","6376,700662","5787,649658","2231,013989"
2022-01-31,"19771,40677","772,237845","20549,98426","7302,058769","25132,88601","4474,353861","6000,719397","5671,167613","2100,283353"
2022-02-28,"19192,16606","780,026136","20170,22849","7139,881323","25611,24152","4244,907365","5817,572725","5553,750159","2065,866536"
2022-03-31,"19866,92901","789,995474","20761,2126","7348,78502","25856,95577","4408,034821","6137,066559","5700,824615","2139,298248"
2022-04-29,"18065,86942","723,930072","19739,64458","6657,601329","24140,7489","4015,607975","5814,410161","5492,237428","1989,775714"
2022-05-31,"18026,30065","725,03466","20111,11333","6717,537921","24751,17697","3996,308033","5813,70639","5624,807553","1997,688567"
2022-06-30,"16534,16947","659,163436","18463,24706","6168,541771","22169,26566","3694,483997","5575,733085","5276,139863","1796,081619"
2022-07-29,"18076,35747","729,551906","19507,29842","6727,077442","24417,74022","4018,064114","5860,430669","5477,155193","1968,601711"
2022-08-31,"17368,28645","711,215417","18957,97399","6555,315564","23757,91049","3782,895135","5681,423509","5290,330289","1899,87156"
2022-09-30,"15757,4939","643,854448","17403,31583","5893,5039","21331,04565","3421,810047","5274,00543","4878,447782","1725,663657"
2022-10-31,"17008,38366","710,302317","19343,12694","6360,917431","23997,01996","3665,779485","5686,464646","5360,272718","1913,299189"
2022-11-30,"17933,75434","739,673051","20517,64827","6609,799918","25203,38309","3945,37338","6015,2014","5748,618207","2005,334661"
2022-12-30,"16879,29829","695,494267","19750,80813","6206,154986","23670,37614","3739,382977","5790,928365","5570,47829","1884,801243"
2023-01-31,"17989,88343","767,82728","20384,60825","6710,065083","26436,1533","3951,650181","5876,384463","5667,253466","2000,50982"
2023-02-28,"17560,42337","754,582287","19688,51576","6523,893426","25926,5105","3873,104463","5674,595757","5480,568746","1937,431671"
2023-03-31,"18184,14444","722,633344","19547,38659","6652,942336","24148,22401","4131,087956","5866,093736","5530,477192","1971,174814"
2023-04-28,"18414,90534","712,553408","19803,06942","6689,654383","23833,33088","4215,178265","5954,154327","5553,448769","1991,471677"
2023-05-31,"18534,69381","700,169653","18996,76359","6581,877535","23060,18027","4348,668689","5761,023509","5310,735648","1947,622709"
2023-06-30,"19770,61941","760,578077","20169,75712","6987,251374","25430,7072","4614,417749","6021,409825","5611,212422","2091,883942"
2023-07-31,"20451,17659","800,021705","20895,31708","7226,156459","27299,65673","4781,443061","6103,069218","5807,125732","2152,562708"
2023-08-31,"20106,45546","767,43849","20373,34305","7177,086121","26293,49684","4779,801267","6069,306099","5700,846013","2123,275076"
2023-09-29,"19163,67215","723,444379","19637,25627","6920,802832","24917,56513","4549,680514","5898,275068","5493,930168","2041,585402"
2023-10-31,"18722,68529","678,070768","19077,99846","6858,963586","23440,68654","4480,616141","5848,008666","5310,4652","1993,706557"
2023-11-30,"20488,08841","739,839284","20448,08622","7451,927421","25615,32975","4860,332924","6190,138828","5647,649187","2133,90293"
2023-12-29,"21453,38009","823,727794","21575,31761","7690,885284","28875,70872","5096,913398","6357,727045","5950,731601","2217,892927"
2024-01-31,"21787,56007","795,427672","21693,52746","7935,520698","27678,73847","5257,579315","6501,051424","6002,974427","2234,489166"
2024-02-29,"22956,65455","838,258033","22444,22537","8370,439078","28584,55165","5623,470276","6637,185565","6168,066994","2344,810351"
2024-03-29,"23686,84664","870,490904","23532,82182","8671,218588","29974,39132","5755,189732","6846,740639","6435,163105","2448,750604"
2024-04-30,"22709,09491","813,123347","22542,01984","8302,614871","28007,3907","5503,638355","6593,805208","6187,21438","2317,691852"
2024-05-31,"23793,78601","851,420272","23193,91467","8778,781535","29464,4363","5825,947787","6778,748743","6310,493198","2425,503838"
2024-06-28,"24644,68645","840,475779","23194,33742","9118,548866","28688,98895","6064,852052","6900,574178","6323,984625","2518,028914"
2024-07-31,"24954,02171","905,195662","24309,33839","9147,838163","31691,55622","6082,589193","7158,382846","6621,304344","2557,760279"
2024-08-30,"25555,84069","902,186771","25010,26556","9419,388358","31457,3301","6300,48389","7512,446287","6810,579299","2633,404758"
2024-09-30,"26105,67043","914,661192","25444,92665","9587,0401","31983,26746","6361,090318","7545,321888","6934,598442","2683,688531"
2024-10-31,"25912,87667","907,897044","25144,87259","9575,785988","31509,55599","6249,552405","7436,081332","6827,086294","2667,722737"
2024-11-29,"27534,7375","1000,513752","26512,17396","10175,85783","34625,57967","6527,443209","7810,616185","7109,311066","2830,103428"
2024-12-31,"26834,01458","922,938155","24668,25346","9782,304454","31864,34498","6321,644061","7374,454806","6644,853026","2722,132632"
2025-01-31,"27650,96347","956,6508","25770,57777","10086,77206","33007,85492","6558,615634","7639,719608","6861,514507","2827,332586"
2025-02-28,"27215,41043","909,282877","26017,49972","10174,16058","31646,60396","6515,419535","7853,841521","7059,142657","2777,465221"
2025-03-31,"25623,12147","851,44691","25385,02333","9655,384561","29872,99405","6137,74385","7806,782004","6945,577519","2623,772716"
2025-04-30,"25491,87655","830,948401","24487,76254","9828,871487","28579,67444","6124,652975","7714,414237","6642,741814","2596,212009"
2025-05-30,"27137,26748","879,122067","25136,94579","10333,2725","30208,40325","6400,528856","7800,690297","6800,608179","2745,393458"
2025-06-30,"28533,32087","922,164666","26258,16262","10819,38487","31718,76404","6646,609333","7855,614714","6970,007333","2886,281869"
2025-07-31,"29186,24653","940,864957","26389,24149","11093,11459","32370,79986","6681,380778","7753,252896","6958,388865","2965,433563"
